word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
corpse,corpse,corpse,,corpse,corpse,base,corpse,,,death_mourning,,"the body of a dead person or animal, often in a way that is considered unpleasant or disturbing",,body;remains;cadaver,alive;living;thriving,,44,43,3,ItemSparse;JournalEncounter;JournalEncounterSection,corpse:44,39.8067,0.9,False,
buried,bury,buried,,bury,bury,inflected_form,buried,,,death_mourning,,"placed or put in the ground, especially a body",,dead;deceased;interred,,,23,23,3,BroadcastText;ItemSparse;JournalEncounter,buried:23,39.1781,1.0,False,
burial,burial,burial,,burial,burial,base,burial,,,death_mourning,,the act of putting a dead body in the ground or a tomb,,funeral;tomb;grave,,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,burial:13,38.6391,1.0,False,
ghastly,ghastly,ghastly,,ghastly,ghastly,base,ghastly,,,death_mourning,,"causing horror or disgust, especially because of its ugliness or cruelty",,horrific;atrocious;heinous,,,12,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,ghastly:12,38.5649,1.0,False,
haunted,haunt,haunted,,haunt,haunt,inflected_form,haunted,,,death_mourning,,infested or frequented by ghosts or spirits,,ghost;spirit;frequented,peaceful;quiet,,6,6,2,BroadcastText;ItemSparse,haunted:6,35.9459,0.9,False,
mourning,mourn,mourning,,mourn,mourn,inflected_form,mourning,,,death_mourning,,"expressing or feeling sadness or grief, especially for someone who has died",,sadness;grief;death,happiness;joy,,3,3,2,BroadcastText;ItemSparse,mourning:3,35.3863,0.9,False,
war-torn,war-torn,war-torn,,war-torn,war-torn,compound,war-torn,,war-torn,death_mourning,,"War-torn world, death and mourning",,sacred place;healing,,,3,3,3,BroadcastText;JournalEncounter;JournalEncounterSection,war-torn:3,32.3863,1.0,False,
long-lost,long-lost,long-lost,,long-lost,long-lost,compound,long-lost,,long-lost,death_mourning,,something or someone that has been lost for a long time,,lost;time;memory,,,5,5,2,BroadcastText;ItemSparse,long-lost:5,30.7918,0.9,False,
ill-fated,ill-fate,ill-fated,,ill-fate,ill-fate,compound,ill-fated,,ill-fated,death_mourning,,"unlucky or unfortunate, often due to a past mistake or error",,luck;mistake;error,,,3,3,2,BroadcastText;JournalEncounter,ill-fated:3,30.3863,0.9,False,
battle-worn,battle-worn,battle-worn,,battle-worn,battle-worn,compound,battle-worn,,battle-worn,death_mourning,,"worn, damaged from battle",,worn;damaged,new;untouched,,2,2,2,ItemSparse;JournalEncounterSection,battle-worn:2,30.0986,0.8,False,
fallen-king,fallen-k,fallen-king,,fallen-k,fallen-k,compound,fallen-king,,fallen-king,death_mourning,,"former king, now fallen or defeated",,king;fallen,ruler;sovereign,,2,2,2,JournalEncounter;JournalEncounterSection,fallen-king:2,30.0986,0.7,True,low_confidence
off-balance,off-balance,off-balance,,off-balance,off-balance,compound,off-balance,,off-balance,death_mourning,,"unstable, precarious, or out of balance",,unbalanced;precarious,stable;balanced,,2,2,2,ItemSparse;JournalEncounterSection,off-balance:2,30.0986,0.8,False,
torn-out,torn-out,torn-out,,torn-out,torn-out,compound,torn-out,,torn-out,death_mourning,,something that has been ripped or pulled out,,tear;rip;pull,intact;whole,,7,7,1,ItemSparse,torn-out:7,29.0794,0.7,True,low_confidence
re-emerge,re-emerge,re-emerge,,re-emerge,re-emerge,compound,re-emerge,,re-emerge,death_mourning,,to come back or return to a place or situation,,emerge;return;come,stay;remain,,6,5,1,JournalEncounterSection,re-emerge:6,28.9459,0.7,True,low_confidence
blood-soaked,blood-soak,blood-soaked,,blood-soak,blood-soak,compound,blood-soaked,,blood-soaked,death_mourning,,covered in blood,,blood;soaked,,,4,4,1,ItemSparse,blood-soaked:4,28.6094,0.9,False,
blood-stained,blood-stain,blood-stained,,blood-stain,blood-stain,compound,blood-stained,,blood-stained,death_mourning,,stained with blood,,blood;stained,,,4,4,1,ItemSparse,blood-stained:4,28.6094,0.9,False,
withered,wither,withered,,wither,wither,inflected_form,withered,,,death_undead_crypt;ancient_ruins_memory,,"dead or dying, old and worn out",,weathered;dormant;forsaken,verdant;lush;primal,,27,25,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,withered:27,121.3322,0.9,False,
forsaken,forsaken,forsaken,,forsaken,forsaken,base,forsaken,,,death_undead_crypt,,"abandoned or deserted, left to decay",,withered;weathered;dormant,hallowed;consecrated;sanctified,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,forsaken:24,91.2189,0.8,False,
forlorn,forlorn,forlorn,,forlorn,forlorn,base,forlorn,,,death_undead_crypt,,"abandoned or deserted, often in a state of sadness or despair",,forsaken;dormant;weathered,hallowed;consecrated;sanctified,,5,5,2,ItemSparse;JournalEncounterSection,forlorn:5,85.7918,0.8,False,
maw,maw,maw,,maw,maw,base,maw,,,death_undead_crypt,,"the mouth or jaws of a large animal, especially a predator",,jaws;mouth,,,125,118,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,maw:125,44.8363,0.0,True,low_confidence
ghost,ghost,ghost,,ghost,ghost,base,ghost,,,death_undead_crypt,,"the spirit or soul of a dead person, especially one that is believed to continue existing after death",,spirit;soul;apparition,living;alive;breathing,,22,21,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,ghost:22,41.1355,0.8,False,
restless,restless,restless,,restless,restless,base,restless,,,death_undead_crypt,,"not able to rest or be still, especially because of anxiety or worry",,anxious;worried;uneasy,calm;peaceful;serene,,22,21,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,restless:22,41.1355,0.8,False,
captive,captive,captive,,captive,captive,base,captive,,,death_undead_crypt,,held prisoner or under control,,imprisoned;detained;confinement,free;liberated;released,,12,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,captive:12,40.5649,0.9,False,
crypt,crypt,crypt,,crypt,crypt,base,crypt,,,death_undead_crypt,,a place for storing or burying the dead,,tomb;mausoleum;sepulcher,living;alive;thriving,,12,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,crypt:12,40.5649,0.9,False,
lifebinder,lifebinder,lifebinder,,lifebinder,lifebinder,base,lifebinder,,,death_undead_crypt,,a person or thing that binds life,,soul;spirit;reanimated,lifeless;deadly,,11,7,1,JournalEncounterSection,lifebinder:11,34.4849,0.9,False,
wraith,wraith,wraith,,wraith,wraith,base,wraith,,,death_undead_crypt,,a ghostly or spectral being,,ghost;specter;apparition,living;corporeal,,7,7,1,JournalEncounterSection,wraith:7,34.0794,0.8,False,
life-binder,life-binder,life-binder,,life-binder,life-binder,compound,life-binder,,life-binder,death_undead_crypt,,a being that binds or controls life force,,life-force;soul-binding;spiritual,death-bringer;life-taker;soul-stealer,,9,9,3,BroadcastText;ItemSparse;JournalEncounter,life-binder:9,33.3026,0.9,False,
azjol-nerub,azjol-nerub,azjol-nerub,,azjol-nerub,azjol-nerub,compound,azjol-nerub,,azjol-nerub,death_undead_crypt,,a hidden empire of undead creatures,,empire;kingdom;realm,living;breathing;vibrant,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,azjol-nerub:7,33.0794,0.8,False,
